Venue Name,Venue type,Venue address,Latitude,Longitude
"McCook Park, Newmarket",Park,"McCook Park, 320 Newmarket Road, Newmarket, Australia",-27.4366,153.013
McCormack Avenue Park,Park,"McCormack Avenue Park, 27 McCormack Avenue, Ashgrove",-27.435,152.9928
McDowall Reserve,Park,"McDowall Reserve, Corner of Speilberg Street and Stallone Circuit, McDowall",-27.3777,152.9865
"McEwan Park, Inala",Park,"McEwan Park, 400 Archerfield Road, Inala",-27.591,152.9607
"McGinn Road Park (no. 130), Ferny Grove",Park,"McGinn Road Park (no. 130), 130 McGinn Road, Ferny Grove",-27.4063,152.9243
"McGregor Way Park (nos. 30-34), Ferny Grove",Park,"McGregor Way Park (nos. 30-34), 23A Selkirk Crescent, Ferny Grove",-27.4067,152.9208
"McKinlay-Davey Park, Eight Mile Plains",Park,"McKinlay-Davey Park, 165 Holmead Road, Eight Mile Plains",-27.5748,153.1002
"McKinnon Court Park, Upper Kedron",Park,"McKinnon Court Park, 7 McKinnon Court, Upper Kedron",-27.414,152.9176
McKoy Street Park,Park,"McKoy Street Park, 1 McKoy Street, Coopers Plains",-27.57243,153.044143
"McLean Parade Park, Ashgrove",Park,"McLean Parade Park, 40 McLean Parade, Ashgrove",-27.4387,152.9914
"McLeod Court Park, McDowall",Park,"McLeod Court Park, 36 Margaret Street, McDowall",-27.3892,152.9957
"McPherson Park, Bracken Ridge",Park,"McPherson Park, 146 Denham Street, Bracken Ridge",-27.3216,153.0422
"Mcpherson Road Park, Seventeen Mile Rocks",Park,"Mcpherson Road Park, 36 Edenbrooke Drive, Seventeen Mile Rocks",-27.547,152.9525
"Meadowbank Street Park, Carindale",Park,"Meadowbank Street Park, 114 Weekes Road, Carindale",-27.5101,153.1051
"Meadowlands Picnic Ground Park, Tingalpa",Park,"Meadowlands Picnic Ground Park, 184 Stanton Road, Tingalpa",-27.4827,153.1184
"Melaleuca Green Park, Chermside West",Park,"Melaleuca Green Park, 54 Maundrell Terrace, Chermside West",-27.3867,153.0097
"Melrose Close Park, Carindale",Park,"Melrose Close Park, 15 Melrose Close, Carindale",-27.5163,153.1164
"Melrose Park, Wooloowin",Park,"Melrose Park, Rose and Roseleigh Streets, Wooloowin",-27.414,153.0441
"Melrose Place Park (no. 14), Runcorn",Park,"Melrose Place Park, 14 Melrose Place, Runcorn",-27.6105,153.0682
"Mensforth Bushland, Bracken Ridge",Park,"Mensforth Bushland, 122 Childs Street, Bracken Ridge",-27.3259,153.0492
"Mercer Park, Kedron",Park,"Mercer Park, 100 Fifith Avenue, Kedron",-27.409211,153.039415
"Mercer Park, Wavell Heights",Park,"Mercer Park, 150 Shaw Road, Wavell Heights",-27.4087,153.0402
"Merlina Street Park, Manly West",Park,"Merlina Street Park, 11 Merlina Street, Manly West",-27.4656,153.1693
"Merri Merri Park, Chapel Hill",Park,"Merri Merri Park, 105 Greenford Street, Chapel Hill",-27.4848,152.9393
"Merriwa Park, Sunnybank Hills",Park,"Merriwa Park, 23 Goorong Street, Sunnybank Hills",-27.5948,153.0622
"Merthyr Park, New Farm",Park,"Merthyr Park, 42 Oxlade Drive, New Farm",-27.4751,153.0464
"Merthyr Road Park (no. 2), New Farm",Park,"Merthyr Road Park (no. 2), 2 Merthyr Road, New Farm",-27.471215,153.041187
"Merthyr Road Park, New Farm",Park,"Merthyr Road Park, 22 Refinery Parade, New Farm",-27.4624,153.0508
"Metroplex Avenue (No. 69) Park, Murarrie",Park,"Metroplex Avenue (No. 69) Park, 69 Metroplex Avenue, Murarrie",-27.4488,153.0985
"Michael Place Park, Bracken Ridge",Park,"Michael Place Park, 20 Michael Place, Bracken Ridge",-27.3251,153.0321
"Mikado Street Park, Ascot",Park,"Mikado Street Park, 161 Crosby Road, Ascot",-27.4337,153.0531
"Milton Park, Milton",Park,"Milton Park, 28 Eagle Terrace, Milton",-27.471,153.0006
"Mindona Rotary Park, Wishart",Park,"Mindona Rotary Park, 25 Mindona Street, Wishart",-27.556,153.1039
"Mingoola Park, Murarrie",Park,"Mingoola Park, 22 Mingoola Street, Murarrie",-27.4587,153.1012
"Ming-shan Park, Calamvale",Park,"Ming-shan Park, 841 Gowan Road, Calamvale",-27.630921,153.057382
Minnippi Parklands,Park,"Minnippi Parklands, Stanton Road, Tingalpa",-27.4774,153.1185
"Mirbelia Street Park, Kenmore Hills",Park,"Mirbelia Street Park, 27 Mirbelia Street, Kenmore Hills",-27.5042,152.938
"Mirrabooka Road Park, Ashgrove",Park,"Mirrabooka Road Park, 4 Felton Street, Ashgrove",-27.4385,152.9819
"Miskin Street Park, Toowong",Park,"Miskin Street Park, 128 Miskin Street, Toowong",-27.4882,152.9835
Mitchelton Library,Library,"Mitchelton Library, 37 Heliopolis Parade, Mitchelton",-27.417154,152.978381
"Mitchelton Park, Mitchelton",Park,"Mitchelton Park, 36 Prospect Road, Mitchelton",-27.4145,152.979
"Moggill Cemetery, Bellbowrie",General Council venue,"Moggill Cemetery, 3132 Moggill Road, Bellbowrie",-27.5584,152.8894
Moggill District Sports Park,Park,"Moggill District Sports Park, 3660 Moggill Road, Moggill",-27.5797767,152.8638069
"Moggill Ferry Reserve, Moggill",Park,"Moggill Ferry Reserve, 3882 Moggill Road, Moggill",-27.5941,152.8575
"Molle Road Park, Ransome",Park,"Molle Road Park, 177 Molle Road, Ransome",-27.4973,153.1847
Monash Road Park (road reserve),Park,"Monash Road Park, 221 Monash Road, Tarragindi",-27.5344,153.057
"Monier Road Park (nos. 44-84), Darra",Park,"Monier Road Park (nos. 44-84), 52 Monier Road, Darra",-27.5567,152.9587
"Monoceros Street Park, Inala",Park,"Monoceros Street Park, 40 Monoceros Street, Inala",-27.6083,152.9622
"Montanus Drive Park, Bellbowrie",Park,"Montanus Drive Park, 73 Montanus Drive, Bellbowrie",-27.5606,152.8776
"Monterey Circuit Park, Tingalpa",Park,"Monterey Circuit Park, 45 Monterey Circuit, Tingalpa",-27.4691,153.1448
"Montrose Park, Corinda",Park,"Montrose Park, 54 Consort Street, Corinda",-27.543111,152.976553
Moola Road Park (road reserve),Park,"Moola Road Park, 39 Moola Road, Ashgrove",-27.4407,152.9817
"Moolabin Park, Moorooka",Park,"Moolabin Park, 50 Vendale Avenue, Moorooka",-27.5287,153.0261
"Moonie Avenue Park, Murarrie",Park,"Moonie Avenue Park, 9 Governor Terrace, Murarrie",-27.4592,153.0958
"Moora Park, Shorncliffe",Park,"Moora Park, 65 Park Parade, Shorncliffe",-27.3245,153.0848
"Moorbell Street Park, Tarragindi",Park,"Moorbell Street Park, 58 Moorbell Street, Tarragindi",-27.5331,153.0527
"Moordale Street Park, Chapel Hill",Park,"Moordale Street Park, 69 Moordale Street, Chapel Hill",-27.5038,152.9581
"Moore Park, Indooroopilly",Park,"Moore Park, 27 Russell Terrace, Indooroopilly",-27.4979,152.9656
"Moorgumpin Park, Kooringal",Park,"Moorgumpin Park, 45 Kooringal Esplanade, Kooringal",-27.3529,153.4198
"Moorhen Flats, Coorparoo",Park,"Moorhen Flats, 20 Turbo Drive, Coorparoo",-27.4915,153.0477
"Moorlands Park, Auchenflower",Park,"Moorlands Park, 503 Coronation Drive, Auchenflower",-27.4784,152.9966
"Moorooka Community Centre, Moorooka",Community Hall,"Moorooka Community Centre, 40 Gainsborough Street, Moorooka",-27.5354,153.0208
"Moorooka Lions Bicentennial Picnic Ground Park, Moorooka",Park,"Moorooka Lions Bicentennial Picnic Ground Park, 909 Ipswich Road, Moorooka",-27.5261,153.021
"Moorooka Playground Park, Moorooka",Park,"Moorooka Playground Park, 25 Nettleton Crescent, Moorooka",-27.542,153.0239
"Moreton Bay Lions Park, Wynnum",Park,"Moreton Bay Lions Park, 20 Barnham Street, Wynnum",-27.4518,153.1697
"Morse Street Park, Newstead",Park,"Morse Street Park, 7 Morse Street, Newstead",-27.5116,153.0714
"Mortimer Road Park, Acacia Ridge",Park,"Mortimer Road Park, 174 Mortimer Road, Acacia Ridge",-27.5767,153.0175
"Moses Adsett Park, The Gap",Park,"Moses Adsett Park, 6 Clare Place, The Gap",-27.455,152.9351
"Moss Road (no. 42), Wakerley",Park,"Moss Road (no. 42), 64 Watervale Parade, Wakerley",-27.4781,153.1586
"Mossvale Drive Park, Wakerley",Park,"Mossvale Drive Park, 7 Torrens Crescent, Wakerley",-27.4809,153.158
"Mount Gravatt Cemetery and Crematorium, Macgregor",General Council venue,"Mount Gravatt Cemetery and Crematorium, 582 Mains Road, Macgregor",-27.5615,153.0658
"Mount Gravatt Outlook Reserve, Mount Gravatt",Park,"Mountt Gravatt Outlook Reserve, 185 Mt Gravatt Road, Mount Gravatt",-27.5412,153.0744
"Movilla Street Park, Ferny Grove",Park,"Movilla Street Park, 7 Bantry Place, Ferny Grove",-27.4027,152.9346
"Mowbray Park, East Brisbane",Park,"Mowbray Park, 78 Lytton Road, East Brisbane",-27.4785,153.0442
Mt Coot-tha Forest,Park,"Mt Coot-tha Forest, Simpson's Road and Sir Samuel Griffith Drive, Mt Coot-tha",-27.4713,152.9428
Mt Coot-tha Library,Library,"Mt Coot-tha Library, Brisbane Botanic Gardens, 152 Mt Coot-tha Road, Mt Coot-tha",-27.475615,152.976016
Mt Coot-tha Reserve,Park,"Mt Coot-tha Reserve, 200 Mt Coot-tha Road, Mt Coot-tha",-27.4726,152.931
"Mt Coot-tha Reserve, Mt Coot-tha",Park,"Mt Coot-tha Reserve, 200 Mt Coot-tha Road, Mt Coot-tha",-27.479432,152.954463
Mt Crosby mobile library,Mobile library,"Mt Crosby mobile library, outside Mt Crosby State School, Mt Crosby Road, Mt Crosby",-27.5513,152.8071
"Mt Crosby Sportsground, Chuwar",Park,"Mt Crosby Sportsground, 491 Allawah Road, Chuwar",-27.5399,152.796
Mt Gravatt Cemetery,General Council venue,"Mt Gravatt Cemetery, 582 Mains Road, Macgregor",-27.5615,153.0658
"Mt Gravatt East Swimming Pool, Mt Gravatt East",Swimming pool,"Mt Gravatt East Swimming Pool, Corner of Wecker Road and Newnham Road, Mt Gravatt East",-27.5333,153.0926
Mt Gravatt Library,Library,"Mt Gravatt Library, 8 Creek Road, Mt Gravatt",-27.5386,153.0801
"Mt Gravatt Park, Upper Mount Gravatt",Park,"Mt Gravatt Park, 1873 Logan Road, Upper Mount Gravatt",-27.5551,153.0765
"Mt Ommaney Bushland Reserve, Mount Ommaney",Park,"Mt Ommaney Bushland Reserve, 12 Summit Place, Mount Ommaney",-27.5423,152.9264
Mt Ommaney Library,Library,"Mt Ommaney Library, Mt Ommaney Shopping Centre, 171 Dandenong Road, Mt Ommaney",-27.5521,152.9407
"Mt Petrie Road Park, Mackenzie",Park,"Mt Petrie Road Park, 422 Mt Petrie Road, Mackenzie",-27.5407,153.1228
"Mulbeam Park, Boondall",Park,"Mulbeam Park, 131 Beams Road, Boondall",-27.3517,153.0535
"Mulgrave Crescent Park, Forest Lake",Park,"Mulgrave Crescent Park, 2 Mulgrave Crescent, Forest Lake",-27.6133,152.9753
"Mulley Park, Ellen Grove",Park,"Mulley Park, 24 Stephen Street, Ellen Grove",-27.6109,152.9334
"Mungarie Street Park (no. 46), Keperra",Park,"Mungarie Street Park (no. 46), 46 Mungarie Street, Keperra",-27.4195,152.9457
"Mungo Scott Park, Zillmere",Park,"Mungo Scott Park, 154 Handford Road, Zillmere",-27.3534,153.0382
"Munro Park, St Lucia",Park,"Munro Park, 65 Armadale Street, St Lucia",-27.4957,152.9961
"Murarrie Recreation Ground, Murarrie",Park,"Murarrie Recreation Ground, 1238 Wynnum Road, Murarrie",-27.4681,153.1047
Murarrie Recreational Ground,Park,"Murarrie Recreational Ground, Wynnum Road, Murarrie",-27.4697,153.1036
"Murarrie Road Park (no. 315-327), Tingalpa",Park,"Murarrie Road Park (no. 315-327), 315 Murarrie Road, Tingalpa",-27.4706,153.1137
"Murdoch Circuit Park, Acacia Ridge",Park,"Murdoch Circuit Park, 2 Murdoch Circuit, Acacia Ridge",-27.5901,153.0371
"Muriel Avenue Park, Moorooka",Park,"Muriel Avenue Park, 70 Muriel Avenue, Moorooka",-27.5442,153.0159
"Museum of Brisbane, Brisbane City",General Council venue,"Museum of Brisbane, Brisbane City Hall, 64 Adelaide Street, Brisbane City",-27.4691,153.0241
"Musgrave Park Pool, South Brisbane",Swimming pool,"Musgrave Park Pool, 100 Edmondstone Street, South Brisbane",-27.4801,153.0146
"Musgrave Park, South Brisbane",Park,"Musgrave Park, 91 Cordelia Street, South Brisbane",-27.4781,153.0173
"Myrtletown Reserve, Pinkenba",Park,"Myrtletown Reserve, 65 Sandmere Road, Pinkenba",-27.3909,153.1421
"Nankoor Street Park (no. 9) , Chapel Hill",Park,"Nankoor Street Park (no. 9), 55 Marmindie Street, Chapel Hill",-27.4926,152.95
"Narrung Street Park, Middle Park",Park,"Narrung Street Park, 6 Tyabb Close, Middle Park",-27.5583,152.9254
"Nathan Road Park, Runcorn",Park,"Nathan Road Park, 346 Daw Road, Runcorn",-27.5862,153.069
Naval Stores,Park,"Naval Stores, Riverlife Adventure Centre, Lower River Terrace, Kangaroo Point",-27.4744,153.0348
"Neal Macrossan Playground Park, Paddington",Park,"Neal Macrossan Playground Park, 14 Caroline Street, Paddington",-27.4622,153.0102
"Neata Street Park, Corinda",Park,"Neata Street Park, 414 Cliveden Avenue, Corinda",-27.5499,152.9913
"Nelson Place Park, Newmarket",Park,"Nelson Place Park, 16 Nelson Place, Newmarket",-27.4313,153.0023
New Farm Library,Library,"New Farm Library, 135 Sydney Street, New Farm",-27.4669,153.0497
New Farm Park Tennis Courts,Park,"New Farm Park Tennis Courts, Brunswick Street, New Farm",-27.4692,153.0512
"New Farm Park, New Farm",Park,"New Farm Park, 137 Sydney Street, New Farm",-27.4682,153.0518
"Newbury Place Park, Carindale",Park,"Newbury Place Park, 61A Cribb Road, Carindale",-27.5239,153.1204
"Newcomb Park, Riverhills",Park,"Newcomb Park, 529 Sumners Road, Riverhills",-27.562761,152.899761
"Newmarket Olympic Swimming Pool, Newmarket",Swimming pool,"Newmarket Olympic Swimming Pool, 71 Alderson Street, Newmarket",-27.4298,153.0043
Newstead House,General Council venue,"Newstead House, Newstead",-27.4417,153.0449
"Newstead Park, Newstead",Park,"Newstead Park, 199 Breakfast Creek Road, Newstead",-27.4425,153.0459
"Newstead Terrace Park, Newstead",Park,"Newstead Terrace Park, 41 Newstead Terrace, Newstead",-27.4477,153.0468
"Newton Place Park, Wacol",Park,"Newton Place Park, 26 Newton Place, Wacol",-27.5938,152.9186
"Nicholas Park, The Gap",Park,"Nicholas Park, 1 Anembo Street, The Gap",-27.4481,152.9486
"Nicholson Place Park, Northgate",Park,"Nicholson Place Park, 100 Gympie Street, Northgate",-27.3878,153.0661
"Nilkerie Street Park, Carseldine",Park,"Nilkerie Street Park, 21 Nilkerie Street, Carseldine",-27.346,153.0256
"Nixon Park, Oxley",Park,"Nixon Park, 929 Oxley Road, Oxley",-27.5523,152.9783
"Norm Rose Park, Fairfield",Park,"Norm Rose Park, 40 Victoria Street, Fairfield",-27.5071,153.0262
"Norma Croker Park, Acacia Ridge",Park,"Norma Croker Park, 34 Lismore Street, Acacia Ridge",-27.5868,153.014
"Norman Buchan Park, Bardon",Park,"Norman Buchan Park, 53 Rainworth Road, Bardon",-27.4658,152.9888
Northey Street City Farm,Community Garden,"Northey Street City Farm, 16 Victoria Street, Windsor",-27.4429,153.0291
"Northey Street Park, Windsor",Park,"Northey Street Park, 24 Edgar Street, Windsor",-27.4436,153.0263
"Northgate Hall, Northgate",Community Hall,"Northgate Hall, 34 Ridge Street, Northgate",-27.3882,153.0617
"Northgate Reserve, Northgate",Park,"Northgate Reserve, 672 Nudgee Road, Northgate",-27.3968,153.0701
"Northmarque Street Park, Carseldine",Park,"Northmarque Street Park, 23A Northmarque Street, Carseldine",-27.342165,153.017227
"Northshore Riverside Park, Hamilton",Park,"Northshore Riverside Park, 305 Macarthur Avenue, Hamilton",-27.4449,153.0853
"Northumbria Road Park, Boondall",Park,"Northumbria Road Park, 79 College Way, Boondall",-27.3575,153.0744
"Norup Park, Eight Mile Plains",Park,"Norup Park, 15 Teagarden Street, Eight Mile Plains",-27.5871,153.0882
"Nosworthy Park, Corinda",Park,"Nosworthy Park, 2 Hall Avenue, Corinda",-27.5399,152.988
"Nudgee Beach Reserve, Nudgee Beach",Park,"Nudgee Beach Reserve, 18 Fortitude Street, Nudgee Beach",-27.3437,153.0969
"Nudgee Creek Canoe Ramp, Nudgee Beach",General Council venue,"Nudgee Creek Canoe Ramp, O'Quinn Street, Nudgee Beach",-27.34471,153.097861
"Nudgee Recreation Reserve, Nudgee",Park,"Nudgee Recreation Reserve, 290 Elliott Road, Nudgee",-27.3642,153.0821
"Nudgee Resource Recovery Centre, Nudgee",General Council venue,"Nudgee Resource Recovery Centre, 1402 Nudgee Road, Nudgee",-27.3613,153.1008
"Nudgee Waterhole Reserve, Nudgee",Park,"Nudgee Waterhole Reserve, 1186 Nudgee Road, Nudgee",-27.3741,153.0936
"Nundah Cemetery, Nundah",General Council venue,"Nundah Cemetery, 86 Hedley Avenue, Nundah",-27.4078,153.0669
Nundah Library,Library,"Nundah Library, 1 Bage Street (via Primrose Lane), Nundah",-27.4012,153.0584
"Nundah Memorial Park, Nundah",Park,"Nundah Memorial Park, 123 Buckland Road, Nundah",-27.4029,153.0591
Nundah Neighbourhood Centre,"Community Garden,Non-Council venue","Nundah Neighbourhood Centre, 14 Station Street, Nundah",-27.4015,153.0605
"Oakleigh Park, Ashgrove",Park,"Oakleigh Park, 67 Victoria Street, Ashgrove",-27.434,152.9858
"Oakman Park, Taringa",Park,"Oakman Park, 77 Moggill Road, Taringa",-27.4891,152.9855
"Oakmont Avenue Park, Oxley",Park,"Oakmont Avenue Park, 10 Merion Close, Oxley",-27.5728,152.9853
"Oberon Esplanade Park, Hemmant",Park,"Oberon Esplanade Park, 53 Oberon Esplanade, Hemmant",-27.461466,153.127383
"Observatory Park, Spring Hill",Park,"Observatory Park, 230 Wickham Terrace, Spring Hill",-27.466,153.0231
O'Callaghan Park,Park,"O'Callaghan Park, 300 Zillmere Road, Zillmere",-27.3627,153.0434
"Old Cleveland Road Park (no.52), Carindale",Park,"Old Cleveland Road Park (no.52), 1349 Creek Road, Carindale",-27.4991,153.1056
"Old Inala Hall, Inala",Community Hall,"Old Inala Hall, Corner of Abelia and Rosemary Streets, Inala",-27.59,152.9765
Old Shoreline Park,Park,"Old Shoreline Park, 351 Macarthur Avenue, Hamilton",-27.44088,153.084392
"Olivia Drive Park, Carina Heights",Park,"Olivia Drive Park, 326 Pine Mountain Road, Carina Heights",-27.516,153.0957
Olroy Street Park (road reserve),Park,"Olroy Street Park, 5 Olroy Street, Holland Park",-27.5209,153.0698
"O'Reilly Street Park, Wakerley",Park,"O'Reilly Street Park, 10 O'Reilly Street, Wakerley",-27.4777,153.1542
"Oriel Park, Ascot",Park,"Oriel Park, 14 Alexandra Road, Ascot",-27.4293,153.0577
"Orient Road Park, Yeronga",Park,"Orient Road Park, 193 Hyde Road, Yeronga",-27.5081,153.0102
"Orleigh Park, West End",Park,"Orleigh Park, 68 Hill End Terrace, West End",-27.4894,152.998
"Orsova Road Park, Yeronga",Park,"Orsova Road Park, 26 Orsova Road, Yeronga",-27.509,153.0059
"Orsova Road Pocket Park (road reserve), Yeronga",Park,"Orsova Road Pocket Park, 391 Brisbane Corso, Yeronga",-27.5062,153.0053
"Ospya Park, Ellen Grove",Park,"Ospya Park, 53 Stephen Street, Ellen Grove",-27.6109,152.9375
"Oswin Street Park, Acacia Ridge",Park,"Oswin Street Park, 72 Oswin Street, Acacia Ridge",-27.5847,153.0283
"Outlook Park, Dutton Park",Park,"Outlook Park, 76B Railway Terrace, Dutton Park",-27.494938,153.031033
"Oxenham Park, Nundah",Park,"Oxenham Park, 134 Melton Road, Nundah",-27.4013,153.0637
"Oxford Grove Park, Keperra",Park,"Oxford Grove Park, 247 Dawson Parade, Keperra",-27.3988,152.9627
"Oxford Parade Park ( no. 83), Forest Lake",Park,"Oxford Parade Park, 83 Oxford Parade, Forest Lake",-27.6249,152.9733
"Oxley Place Park, Oxley",Park,"Oxley Place Park, 1218 Oxley Road, Oxley",-27.5648,152.9798
"Pacific Parade Park, Forest Lake",Park,"Pacific Parade Park, 36 Carolina Parade, Forest Lake",-27.6222,152.9786
"Pallara District Sports Park, Pallara",Park,"Pallara District Sports Park, 33-45 Van Dieren Road, Pallara",-27.622741,152.996944
"Pallara Park, Willawong",Park,"Pallara Park, 370 Gooderham Road, Willawong",-27.6232,152.9975
"Palm Street Park, Kenmore",Park,"Palm Street Park, 60 Palm Street, Kenmore",-27.5151,152.9332
"Palmwoods Crescent Park, Runcorn",Park,"Palmwoods Crescent Park, 21 Palmwoods Crescent, Runcorn",-27.5965,153.0848
"Pamaroo Crescent Park, Jindalee",Park,"Pamaroo Crescent Park, 35 Chipala Street, Jindalee",-27.535,152.9322
"Pangela Street Park, The Gap",Park,"Pangela Street Park, 41 Chaprowe Road, The Gap",-27.441,152.9454
"Panorama Place Park, Mount Gravatt East",Park,"Panorama Place Park, 373 Nursery Road, Mount Gravatt East",-27.528,153.0794
Paradise Street Community Garden,"Community Garden,Non-Council venue","Paradise Street Community Garden, 29 Paradise Street, Highgate Hill",-27.4886,153.0128
"Paragon Street Park, Yeronga",Park,"Paragon Street Park, 53A Paragon Street, Yeronga",-27.5219,153.0109
"Pardalote Park, Algester",Park,"Pardalote Park, 24 Woodland Street, Algester",-27.6071,153.0408
"Park Avenue Park, Ashgrove",Park,"Park Avenue Park, 15 Park Avenue, Ashgrove",-27.4418,153.0018
"Parkinson Aquatic Centre, Parkinson",Swimming pool,"Parkinson Aquatic Centre, 751 Algester Road, Parkinson",-27.6391,153.0386
"Parkinson Bushlands, Parkinson",Park,"Parkinson Bushlands, 183 Johnson Road, Parkinson",-27.6503,153.0273
"Parkinson Environmental Corridor, Parkinson",Park,"Parkinson Environmental Corridor, 100 Greenways Esplanade, Parkinson",-27.6372,153.0209
"Parkinson Recreational Reserve, Parkinson",Park,"Parkinson Recreational Reserve, 26 Flinders Esplanade, Parkinson",-27.6372,153.0209
"Parkland Street Park, Calamvale",Park,"Parkland Street Park, 25 Orania Crescent, Calamvale",-27.6215,153.0545
"Parkside Circuit Park, Hamilton",Park,"Parkside Circuit Park, 44 Parkside Circuit, Hamilton",-27.445399,153.089204
"Parkview Place Park, Bridgeman Downs",Park,"Parkview Place Park, 70 Darien Street, Bridgeman Downs",-27.3599313,152.9863871
Parkwood Sports Field,Park,"Parkwood Sports Field, Parkwood Drive, Heathwood",-27.6372,152.9868
"Pask Family Park, Rochedale",Park,"Pask Family Park, 12 Ascent Street, Rochedale",-27.574,153.1159
"Pat Rafter Park, Carseldine",Park,"Pat Rafter Park, 3 Medallion Place, Carseldine",-27.3416,153.0091
"Paten Park, The Gap",Park,"Paten Park, 45 Paten Road, The Gap",-27.4521,152.9522
"Paterson Park, Sunnybank Hills",Park,"Paterson Park, 28 Lynelle Street, Sunnybank Hills",-27.603,153.0524
"Patonga Street Park, Banyo",Park,"Patonga Street Park, 25 Patonga Street, Banyo",-27.3784,153.085
"Patrea Street Park, Banyo",Park,"Patrea Street Park, 1004 Nudgee Road, Banyo",-27.3841,153.0892
"Pattison Avenue Park, Norman Park",Park,"Pattison Avenue Park, 34 Pattison Avenue, Norman Park",-27.4807,153.0667
"Paul Conti Park, Hemmant",Park,"Paul Conti Park, 124 Hemmant-Tingalpa Road, Hemmant",-27.4508,153.1277
Peace Park,Park,"Peace Park, Baskerville Street, Brighton",-27.3103,153.0569
"Peachtree Place Park, Stretton",Park,"Peachtree Place Park, 48 Peachtree Place, Stretton",-27.6299,153.0644
"Peden Court Park, Calamvale",Park,"Peden Court Park, 9 Peden Court, Calamvale",-27.6184,153.0473
"Pegg's Park, Moorooka",Park,"Pegg's Park, 131 Vendale Avenue, Moorooka",-27.5323,153.0309
"Penson Street Park, Stretton",Park,"Penson Street Park, 12 Cleveland Place, Stretton",-27.6189,153.0698
"Peppercorn Street Park, Sunnybank Hills",Park,"Peppercorn Street Park, 68 Peppercorn Street, Sunnybank Hills",-27.605,153.0578
"Perkins Street Park (Lot 403), Calamvale",Park,"Perkins Street Park (Lot 403), 15 Perkins Street, Calamvale",-27.621297,153.047015
"Perrin Park, Toowong",Park,"Perrin Park, 99 Gailey Road, Toowong",-27.4917,152.9921
"Perry Park, Bowen Hills",Park,"Perry Park, 34 Folkestone Street, Bowen Hills",-27.4435,153.04
"Perth Street Park, Camp Hill",Park,"Perth Street Park, 74 Perth Street, Camp Hill",-27.4861,153.0756
"Peter Gaskell Park, Bracken Ridge",Park,"Peter Gaskell Park, 20 Elm Crescent, Bracken Ridge",-27.3255,153.0458
Peter Lightfoot Oval,Park,"Peter Lightfoot Oval, Horizon Drive, Middle Park",-27.5519,152.9205
"Pfingst Road Park, Wavell Heights",Park,"Pfingst Road Park, 53 Pfingst Road, Wavell Heights",-27.3984,153.0432
"Phil Denman Park, Jamboree Heights",Park,"Phil Denman Park, 56 Loffs Road, Jamboree Heights",-27.5526,152.9304
"Philip Vaughan Park, Carseldine",Park,"Philip Vaughan Park, 55 Nemira Street, Carseldine",-27.3592,153.0082
"Phillips Place Park, Wakerley",Park,"Phillips Place Park, 11 Phillips Place, Wakerley",-27.485,153.1454
"Picabeen Park, Mitchelton",Park,"Picabeen Park, 18A Hoben Street, Mitchelton",-27.4135544,152.9728696
"Picot Street Park, Kelvin Grove",Park,"Picot Street Park, 72 Picot Street, Kelvin Grove",-27.4426,153.0113
"Pimelea Reserve, Brighton",Park,"Pimelea Reserve, 57 Bradfield Street, Brighton",-27.2979,153.0581
"Pindari Crescent Park, Wishart",Park,"Pindari Crescent Park, 25 Pindari Crescent, Wishart",-27.5583,153.0981
Pinkenba Memorial Place Park (road reserve),Park,"Pinkenba Memorial Place Park, 13 McBride Road, Pinkenba",-27.4236,153.1189
"Pinkenba Recreation Reserve, Pinkenba",Park,"Pinkenba Recreation Reserve, 339 Main Myrtletown Road, Pinkenba",-27.4166,153.1262
"Pinnacle Place Park, Belmont",Park,"Pinnacle Place Park, 22 Pinnacle Place, Belmont",-27.4842,153.1252
"Pinnaroo Cemetery and Crematorium, Bridgeman Downs",General Council venue,"Pinnaroo Cemetery and Crematorium, Graham Road, Bridgeman Downs",-27.3524,152.9921
"Pinnibar Street Park, Hemmant",Park,"Pinnibar Street Park, 17 Pinnibar Street, Hemmant",-27.4575,153.1287
"Pioneer Belz Park, Jindalee",Park,"Pioneer Belz Park, 47 Kooringal Drive, Jindalee",-27.53,152.9454
"Pioneer Crescent Park, Bellbowrie",Park,"Pioneer Crescent Park, 33 Pioneer Crescent, Bellbowrie",-27.5614,152.8722
"Plaisted Place Park, Nundah",Park,"Plaisted Place Park, 47 Flower Street, Nundah",-27.3909,153.0608
"Platypus Park, Mount Crosby",Park,"Platypus Park, 18 Banksia Drive, Mount Crosby",-27.5241,152.8181
"Poinciana Park, Moorooka",Park,"Poinciana Park, 1 Delville Avenue, Moorooka",-27.5247,153.024
"Pomona Street Park, Brighton",Park,"Pomona Street Park, 20 Pomona Street, Brighton",-27.2913,153.0511
"Pooh Corner, Wacol",Park,"Pooh Corner, 205 Wacol Station Road, Wacol",-27.5754,152.9283
"Portadown Park, Sinnamon Park",Park,"Portadown Park, 30 Radcliffe Street, Sinnamon Park",-27.5474,152.9452
"Porter's Paddock Park, Tingalpa",Park,"Porter's Paddock Park, 157 Stanton Road, Tingalpa",-27.4805,153.1128
"Post Office Square, Brisbane City",Park,"Post Office Square, 270 Queen Street, Brisbane City",-27.4673,153.0274
"Powerhouse Park, New Farm",Park,"Powerhouse Park, 137 Sydney Street, New Farm",-27.4678,153.0542
