Name,Category,Website,Address,Suburb,Postcode,Telephone Phone,Latitude,Longitude
The Inlander,Transport,http://www.queenslandrail.com.au,Townsville to Mt Isa,QUEENSLAND,4000,1800 872 467,-22.486941,144.43167
The J,Theatre and Arts,http://www.thej.com.au,60 Noosa Dr,NOOSA HEADS,4567,(07) 5455 4455,-26.395316,153.088294
The Leap & District Community Hall,Sport and Recreation,(blank),Westlake Drive,THE LEAP,4740,(07) 4954 0866,-21.065932,149.016554
The Mount Morgan Railway Museum,Tourist Attraction,http://www.rockhamptonregion.qld.gov.au,1 Railway Pd,MOUNT MORGAN,4700,(07) 4938 2312,-23.638614,150.386858
The Oil Patch Museum,Tourist Attraction,http://www.maranoa.qld.gov.au/,2 Riggers Road,ROMA,4455,(07) 4622 2325,-26.573973,148.799736
The Pilbeam Theatre,Theatre and Arts,http://www.pilbeamtheatre.com.au,Victoria Parade,ROCKHAMPTON,4700,(07) 4927 4111,-23.370487,150.506997
The Playhouse Theatre (Bundaberg Players only),Theatre and Arts,http://www.theplayhousetheatre.org.au,2B Steffensen St,BUNDABERG,4670,(07) 4153 1904,-24.877214,152.332961
The Queensland Symphony Orchestra,Theatre and Arts,http://www.qso.com.au,"Various events, check website for details",STATEWIDE,4000,(07) 3833 5000,-27.46598,153.02394
The Rainforest Habitat Wildlife Sanctuary,Tourist Attraction,http://www.rainforesthabitat.com.au,Port Douglas Road,PORT DOUGLAS,4877,(07) 4099 3235,-16.513967,145.464071
The Rockhampton Show,Festivals and Shows,http://www.rockhamptonshow.com.au/,1 Exhibition Rd,ROCKHAMPTON,4700,(07) 4922 4900,-23.368168,150.500348
The Runaway Bay Sport & Leadership Excellence Cent,Sport and Recreation,http://www.rbssc.com.au,Cnr Sports Dr & Morala Ave,RUNAWAY BAY,4216,(07) 5500 9988,-27.913597,153.400999
The Sit Down Comedy Club,Theatre and Arts,http://www.standup.com.au,"Paddo Tavern, 186 Given Tce",PADDINGTON,4064,(07) 3369 4466,-33.883809,151.228394
The Sunlander,Transport,http://www.queenslandrail.com.au,Brisbane to Cairns,QUEENSLAND,4000,1800 872 467,-22.486941,144.43167
The Westlander,Transport,http://www.queenslandrail.com.au,Brisbane to Charleville,QUEENSLAND,4000,1800 872 467,-22.486941,144.43167
The Workshops Rail Museum,Tourist Attraction,http://www.theworkshops.qm.qld.gov.au,North St,IPSWICH,4305,(07) 3432 5100,-27.598646,152.757904
The World Theatre,Cinema,(blank),82-90 Mosman Street,CHARTERS TOWERS,4820,(07) 4787 4344,-20.084537,146.252872
The Zoo Health and Fitness,Health and Fitness,http://www.thezoohf.com.au,389 Woolcock Street,GARBUTT,4814,(07) 4725 2424,-19.267888,146.763545
Thompson Bus Service,Transport,(blank),267 Youngs Crossing Rd,JOYNER,4500,(07) 3882 1200,-27.266433,152.95301
Tilt Train,Transport,http://www.queenslandrail.com.au,Brisbane to Rockhampton & Brisbane to Cairns,QUEENSLAND,4000,1800 872 467,-22.486941,144.43167
Tin Can Bay Swimming Pool,Health and Fitness,http://gympieswimmingpools.com.au,1 Esplanade,TIN CAN BAY,4580,(07) 5486 4077,-25.902967,153.01316
Tobruk Memorial Pool,Health and Fitness,http://tobrukmemorialpool.com.au,370 Sheridan St,CAIRNS NORTH,4870,(07) 4051 2604,-16.902197,145.758262
Tobruk Pool,Health and Fitness,http://www.strandswims.com.au,The Strand,NORTH WARD,4810,(07) 4772 6550,-19.248932,146.813889
Toogoolawah Swimming Pool,Health and Fitness,(blank),Factory Rd,TOOGOOLAWAH,4313,(07) 5423 1187,-27.094126,152.37816
Toowoomba Salt Cave,Health and Fitness,http://www.toowoombasaltcave.com,Shop 9  192 James St,TOOWOOMBA,4350,(07) 4659 9269,-27.568897,151.953328
Toowoomba Show,Festivals and Shows,http://www.rasq.com.au,Glenvale Rd,TOOWOOMBA,4350,(07) 4634 7400,-27.556696,151.873042
Toowoomba Show,Festivals and Shows,http://www.toowoombashow.com.au/,Glenvale Rd,TOOWOOMBA,4350,(07) 4634 7400,-27.556696,151.873042
Toowoomba Sports Ground,Sport and Recreation,http://www.npsr.qld.gov.au,47 Arthur St,TOOWOOMBA,4350,(07) 4596 1009,-27.559945,151.964533
Toowoomba Transit,Transport,http://www.busqld.com.au,308 Taylor Street,TOOWOOMBA,4350,(07) 4633 1177,-27.552549,151.912414
Toowoomba Turf Club - horse racing,Sport and Recreation,http://www.toowoombaturfclub.com,Hursley Rd,TOOWOOMBA WEST,4350,(07) 4634 6066,-27.549205,151.879583
Towers Jockey Club Inc,Sport and Recreation,(blank),Racecourse,CHARTERS TOWERS,4820,(07) 4787 2480,-20.000001,146.23333
Townsville City Council,Council,http://www.townsville.qld.gov.au,280 Flinders St,TOWNSVILLE,4810,(07) 4727 9235,-19.259283,146.817769
Townsville Civic Theatre,Theatre and Arts,http://www.townsville.qld.gov.au,41 Boundary St,SOUTH TOWNSVILLE,4810,(07) 4727 9723,-19.272308,146.80929
Townsville Entertainment Centre - specified events,Theatre and Arts,http://www.tecc.net.au,2 Entertainment Dr,TOWNSVILLE,4810,(07) 4771 4000,-19.250761,146.827725
Townsville Fire,Sport and Recreation,http://www.wnbl.com.au,Murray Lyons Crescent,ANNANDALE,4812,(07) 4778 3400,-19.30716,146.801303
Townsville Heritage Centre,Tourist Attraction,http://nationaltrust.org.au,5 Castling St,TOWNSVILLE,4810,(07) 4772 5195,-19.270614,146.802297
Townsville Little Theatre,Theatre and Arts,http://www.townsvillelittletheatre.org.au,Castle Hill PCYC,BELGIAN WATERS,4810,(07) 4724 3112,-19.265177,146.783797
Townsville Sports Reserve Precinct,Sport and Recreation,http://www.npsr.qld.gov.au,14 Warburton St,NORTH WARD,4810,(07) 4799 7280,-19.249744,146.807106
Townsville Sunbus,Transport,http://www.sunbus.com.au,30 Bombala Street,GARBUTT,4814,(07) 4725 8482,-19.268984,146.756085
Trans North Bus & Coach,Transport,http://www.transnorthbus.com,99 Ernest Street,INNISFAIL,4860,(07) 4061 7944,-17.522101,146.028034
Translink (Bus/Train/Ferry Transport),Transport,http://www.translink.com.au,South East Queensland,SOUTH EAST QUEENSLAND,4000,13 12 30,-27.46598,153.02394
Tropic Wings Coach Tours,Tourist Attraction,http://www.tropicwings.com.au,278 Hartley Street,CAIRNS,4870,(07) 4041 9400,-16.942827,145.756082
Tully & District Show Society Inc,Festivals and Shows,(blank),Butler Street,TULLY,4854,(07) 4068 2033,-17.934122,145.927842
University of Sunshine Coast - Athletics Track,Sport and Recreation,http://www.usc.edu.au,Sippy Downs Dr (Campus),SIPPY DOWNS,4556,(07) 5430 1226,-26.722568,153.080904
University of Sunshine Coast - Gym & classes,Sport and Recreation,http://www.usc.edu.au,Sippy Downs Dr (Campus),SIPPY DOWNS,4556,(07) 5430 1226,-26.722568,153.080904
University of Sunshine Coast - Stadium,Sport and Recreation,http://www.usc.edu.au,Sippy Downs Dr (Campus),SIPPY DOWNS,4556,(07) 5430 1226,-26.722568,153.080904
University of Sunshine Coast - Tennis Courts,Sport and Recreation,http://www.usc.edu.au,Sippy Downs Dr (Campus),SIPPY DOWNS,4556,(07) 5430 1226,-26.722568,153.080904
University of the Sunshine Coast - Aquatic Centre,Sport and Recreation,http://www.usc.edu.au,Sippy Downs Dr (Campus),SIPPY DOWNS,4556,(07) 5430 1226,-26.722568,153.080904
University of the Third Age - Noosa,Learning & Personal Development,http://www.u3anoosa.org.au,64 Poinciana Ave,TEWANTIN,4565,(07) 5440 5500,-26.390879,153.035219
UQ Sport Aquatic Centre,Sport and Recreation,http://www.uqsport.com.au/venues/aquatic-centre/,The University of Queensland - Cnr Union Rd and Blair Dr,ST LUCIA,4067,(07) 3365 6047,-27.498998,153.004431
UQ Sport Athletic Centre,Sport and Recreation,http://www.uqsport.com.au/venues/athletics-centre/,The University of Queensland - Sir William MacGregor Dr,ST LUCIA,4067,(07) 3346 3070,-27.498866,153.019574
UQ Sport Fitness Centre,Sport and Recreation,http://www.uqsport.com.au/venues/fitness-centre/,The University of Queensland - Building 25  Union Rd,ST LUCIA,4067,(07) 3365 6612,-27.495709,153.015893
UQ Sport Gatton,Sport and Recreation,http://uqsport.com.au/sports,The University of Queensland - Building 8144,GATTON,4343,(07) 5460 1425,-27.563577,152.280012
UQ Sport Tennis Centre,Sport and Recreation,http://www.uqsport.com.au/venues/tennis-centre/,The University of Queensland - Blair Dr,ST LUCIA,4067,(07) 3365 6933,-27.494705,153.01498
Urban Climb,Sport and Recreation,http://www.urbanclimb.com.au,2/220 Montague Rd,WEST END,4101,(07) 3844 2544,-27.489746,152.999029
V8 Supercars,Sport and Recreation,http://www.v8supercars.com.au,McIntosh Island,SURFERS PARADISE,4217,13 28 49,-28.001662,153.422932
V8 Supercars (Statewide)-Townsville 400 9-11 July,Sport and Recreation,http://www.v8supercars.com.au,Reid Park,TOWNSVILLE,4810,13 28 49,-19.259721,146.81694
V8 Supercars Ipswich 300,Sport and Recreation,http://www.v8supercars.com.au,"Champions Way, Queensland Raceway",IPSWICH,4305,13 28 49,-27.622856,152.760331
Veolia Transport,Transport,http://www.transdevbrisbane.com.au,10 Smith St,CAPALABA,4157,(07) 3248 6100,-27.527779,153.19706
Victoria Park Golf Complex - Putt Putt,Sport and Recreation,http://www.victoriaparkgolfcomplex.com,223 Herston Rd,HERSTON,4006,(07) 3252 9891,-27.449254,153.019629
Victoria Park Golf Complex - Range Balls,Sport and Recreation,http://www.victoriaparkgolfcomplex.com,223 Herston Rd,HERSTON,2006,(07) 3252 9891,-27.449254,153.019629
Waddle & Saddle,Festivals and Shows,(blank),Willow St,KILLARNEY,4373,(07) 4664 1218,-28.34357,152.291611
Walkabout Creek Wildlife Centre,Tourist Attraction,http://www.npsr.qld.gov.au,60 Mt Nebo Rd,THE GAP,4061,1300 130 372,-27.433604,152.924824
Walter Reid Cultural Centre,Theatre and Arts,http://www.rockhamptonregion.qld.gov.au,Cnr Derby/East Sts,ROCKHAMPTON,4700,(07) 4936 8569,-23.381711,150.515964
Wandoan Swimming Pool,Sport and Recreation,http://www.wdrc.qld.gov.au,Royd Street,WANDOAN,4419,(07) 4627 4354,-26.125217,149.965786
Warner Bros. Movie World,Tourist Attraction,http://www.themeparks.com.au,Pacific Hwy,OXENFORD,4210,13 33 86,-27.885442,153.313301
Warwick Indoor Rec. and Aquatic Centre,Health and Fitness,http://www.southerndowns.qld.gov.au,29 Palmerin Street,WARWICK,4370,(07) 4661 7955,-28.211414,152.032825
Warwick Personal Training and Pilates Studio,Health and Fitness,(blank),77 Fitzroy Street,WARWICK,4370,(07) 4667 1999,-28.213959,152.034092
Warwick Rodeo,Festivals and Shows,http://warwickshowandrodeo.com.au/,"Warwick Showgrounds, Kingsford St",WARWICK,4370,(07) 4661 9060,-31.839663,115.80869
Warwick Show,Festivals and Shows,http://warwickshowandrodeo.com.au/,"Warwick Showgrounds, Kingsford St",WARWICK,4370,(07) 4661 9060,-31.839663,115.80869
Waterworx Aquatic Lifestyle Centre,Health and Fitness,http://www.waterworxspringfield.com.au/,22a Commercial Drive,SPRINGFIELD,4300,(07) 3818 9679,-27.655558,152.919393
Western Downs Regional Council ,Council,http://www.wdrc.qld.gov.au,Cnr Marble and Drayton Streets,DALBY,4405,(07) 4679 4405,-27.183938,151.264584
Westside Bus Company,Transport,http://www.busqld.com.au,River Rd,REDBANK,4301,(07) 3288 1333,-27.598265,152.869234
Wet'n'Wild Water World,Tourist Attraction,http://www.themeparks.com.au,Entertainment Rd,OXENFORD,4210,13 33 86,-27.902936,153.315083
White Ridge Farm,Tourist Attraction,http://www.whiteridgefarm.com.au,130 Hamilton Rd,ELIMBAH,4516,0417 774 559,-27.03367,152.949065
WhiteWater World,Tourist Attraction,http://www.dreamworld.com.au,1 Dreamworld Parkway,COOMERA,4209,(07) 5588 1111,-27.871445,153.314123
Whitsunday Transit,Transport,http://www.whitsundaytransit.com.au,7 Orchid Road,CANNONVALE,4802,(07) 4946 1800,-20.301868,148.669474
Wide Bay Transit,Transport,http://www.widebaytransit.com.au,Cnr Tooley/Normanby Streets,MARYBOROUGH,4650,(07) 4121 3719,-25.533129,152.69482
Wide Bay Transit,Transport,http://www.widebaytransit.com.au,188 Lower Mountain Rd,PIALBA,4655,(07) 4128 6411,-25.293923,152.749456
Willowbank Raceway,Sport and Recreation,http://www.willowbankraceway.com.au,Champions Way,WILLOWBANK,4307,(07) 5461 5461,-27.691244,152.659021
Willows Squash and Fitness Centre,Health and Fitness,http://www.willowshealth.com.au,55-57 Kitchener Street,TOOWOOMBA,4350,(07) 4639 2233,-27.573239,151.965506
Winton Show Society,Festivals and Shows,(blank),Winton Showgrounds,WINTON,4735,0427 459 662,-22.383109,143.039965
Wolston House,Tourist Attraction,http://nationaltrust.org.au,223 Grindle Rd,WACOL,4076,(07) 3088 8133,-27.572102,152.902572
Wondai Show,Festivals and Shows,(blank),Baynes St,WONDAI,4606,(07) 4168 5684,-26.32187,151.872668
Woodford Swimming Pool,Health and Fitness,http://www.moretonbay.qld.gov.au/woodford-pool/,Peterson Rd,WOODFORD,4514,(07) 5496 1918,-26.962812,152.784684
Woree Aquatic Centre,Health and Fitness,(blank),1 Pool Cl,WOREE,4868,(07) 4054 6964,-16.959509,145.746219
World Gym Ashmore,Health and Fitness,http://www.worldgymaustralia.com,542 Olsen Ave,ASHMORE,4214,(07) 5564 6686,-27.973122,153.376866
World Gym Southside,Health and Fitness,http://www.worldgymsouthside.com.au/,U 7-10  10 Old Chatswood Rd,DAISY HILL,4127,(07) 3299 4090,-27.634448,153.135885
World War II Memorial Pool,Health and Fitness,http://www.rockhamptonregion.qld.gov.au,Lion Creek Rd,ROCKHAMPTON,4700,(07) 4922 1981,-23.368815,150.478072
Y Bargara Gym,Health and Fitness,http://www.bundaberg.ymca.org.au,Level 1 Bargara Central,BUNDABERG,4670,(07) 4132 8211,-24.933334,152.333333
Yeppoon Annual Show,Festivals and Shows,http://www.yeppoonshow.com,Park St,YEPPOON,4703,(07) 4939 3953,-23.131519,150.738499
Yeronga Swimming Pool,Health and Fitness,http://www.yerongaswimming.com,School Rd,YERONGA,4104,(07) 3848 8575,-27.520591,153.015701
Young's Bus Service,Transport,http://www.youngsbusservice.com.au,274 George Street,ALLENSTOWN,4700,(07) 4939 3131,-23.38862,150.510874
Zara Clark Museum,Tourist Attraction,http://nationaltrust.org.au,36 Mosman St,CHARTERS TOWERS,4820,(07) 3223 6666,-20.073809,146.257531
Zumba & Beginners Line Dancing with Linda,Health and Fitness,http://lindawhitbourn.zumba.com/classes,See Website for details,VARIOUS LOCATIONS,4000,0428 419 157,-27.46598,153.02394
